# framepath, x, y, w, h, confidence, classID, className,
09572.png,639,720,1278,207,0.644531,2,car,
09572.png,648,429,22,18,0.630371,2,car,
09572.png,584,425,14,9,0.587402,2,car,
09572.png,756,448,102,92,0.922852,7,truck,
09572.png,317,412,100,42,0.640625,7,truck,
09573.png,648,429,22,18,0.671387,2,car,
09573.png,584,424,14,9,0.646973,2,car,
09573.png,640,720,1278,203,0.617188,2,car,
09573.png,81,400,66,8,0.608398,2,car,
09573.png,756.5,448,103,93,0.920898,7,truck,
09573.png,309,410,104,42,0.622559,7,truck,
09574.png,639,720,1278,203,0.652344,2,car,
09574.png,648,429,22,18,0.648926,2,car,
09574.png,583,424,14,9,0.608398,2,car,
09574.png,757,448,102,93,0.921875,7,truck,
09574.png,302,411,106,43,0.524414,7,truck,
09575.png,48.5,399,69,10,0.649414,2,car,
09575.png,648.5,428,23,18,0.568848,2,car,
09575.png,583,424,12,9,0.563477,2,car,
09575.png,758.5,448,103,93,0.924316,7,truck,
09576.png,648.5,428,23,18,0.599609,2,car,
09576.png,639,719,1278,217,0.569336,2,car,
09576.png,583,424,12,9,0.54541,2,car,
09576.png,758,448,104,94,0.921875,7,truck,
09576.png,610,425,16,13,0.501465,7,truck,
09577.png,582,423,12,8,0.662598,2,car,
09577.png,24,398,48,11,0.581543,2,car,
09577.png,648.5,428,23,18,0.569336,2,car,
09577.png,758.5,447,105,94,0.92334,7,truck,
09577.png,277,411,118,49,0.60498,7,truck,
09577.png,610,424,16,14,0.501953,7,truck,
09578.png,583,423,12,8,0.654785,2,car,
09578.png,640,720,1278,210,0.538086,2,car,
09578.png,648.5,428,23,17,0.525391,2,car,
09578.png,758,447,106,94,0.924316,7,truck,
09578.png,267,409,122,49,0.742188,7,truck,
09578.png,610,424,16,14,0.510742,7,truck,
09579.png,582.5,423,13,8,0.664551,2,car,
09579.png,640,719,1278,205,0.630859,2,car,
09579.png,648.5,428,23,18,0.505371,2,car,
09579.png,758.5,448,105,95,0.923828,7,truck,
09579.png,258.5,411,127,53,0.773438,7,truck,
09579.png,610,424,16,14,0.541016,7,truck,
09580.png,640,720,1278,207,0.630371,2,car,
09580.png,582.5,423,13,9,0.596191,2,car,
09580.png,759,447,106,95,0.922852,7,truck,
09580.png,249.5,411,133,55,0.852051,7,truck,
09581.png,640,720,1280,204,0.679688,2,car,
09581.png,581.5,423,13,9,0.60791,2,car,
09581.png,760.5,447,107,96,0.921875,7,truck,
09581.png,238,411,140,57,0.849609,7,truck,
09581.png,610,423,16,14,0.523926,7,truck,
09582.png,581.5,421,13,9,0.692871,2,car,
09582.png,640,720,1280,207,0.607422,2,car,
09582.png,647.5,426,23,18,0.59375,2,car,
09582.png,760,447,108,97,0.92334,7,truck,
09582.png,227,408,146,57,0.836914,7,truck,
09583.png,581.5,423,13,9,0.723145,2,car,
09583.png,647,427,22,17,0.517578,2,car,
09583.png,760,447,108,96,0.921875,7,truck,
09583.png,216,407,152,58,0.877441,7,truck,
09583.png,610.5,423,15,13,0.502441,7,truck,
09584.png,581.5,423,13,9,0.756348,2,car,
09584.png,647,427,22,17,0.616699,2,car,
09584.png,639,719,1278,213,0.568359,2,car,
09584.png,761,447,108,97,0.925293,7,truck,
09584.png,204.5,406,159,60,0.876465,7,truck,
09585.png,581.5,422,13,9,0.727539,2,car,
09585.png,639,718,1278,218,0.696289,2,car,
09585.png,647,427,22,18,0.600586,2,car,
09585.png,373,412,48,15,0.583496,2,car,
09585.png,761,447,108,97,0.925293,7,truck,
09585.png,190,410,168,66,0.86084,7,truck,
09585.png,610.5,422,15,13,0.503418,7,truck,
09586.png,581,421,14,10,0.722656,2,car,
09586.png,639,720,1278,223,0.638672,2,car,
09586.png,647,426,22,18,0.549805,2,car,
09586.png,366,411,52,15,0.543945,2,car,
09586.png,761,446,108,98,0.925293,7,truck,
09586.png,177,408,174,67,0.902832,7,truck,
09586.png,610,422,16,14,0.536133,7,truck,
09587.png,580.5,423,13,9,0.691406,2,car,
09587.png,640,720,1280,207,0.645508,2,car,
09587.png,356,411,54,16,0.600098,2,car,
09587.png,646,427,22,18,0.505859,2,car,
09587.png,761.5,447,109,98,0.925293,7,truck,
09587.png,162,407,182,68,0.897461,7,truck,
09587.png,610,423,16,13,0.501465,7,truck,
09588.png,639,720,1278,214,0.70459,2,car,
09588.png,580.5,421,13,9,0.698242,2,car,
09588.png,351.5,410,63,16,0.637207,2,car,
09588.png,646,426,22,18,0.559082,2,car,
09588.png,761,447,110,99,0.927734,7,truck,
09588.png,148,405,194,69,0.905762,7,truck,
09589.png,580.5,421,13,9,0.668945,2,car,
09589.png,639,720,1278,217,0.601562,2,car,
09589.png,646,426,22,18,0.564453,2,car,
09589.png,762.5,446,111,100,0.924316,7,truck,
09589.png,132,407,200,75,0.912109,7,truck,
09589.png,610.5,422,15,14,0.553223,7,truck,
09590.png,639,720,1278,203,0.673828,2,car,
09590.png,580,423,14,9,0.648926,2,car,
09590.png,330.5,411,73,17,0.555664,2,car,
09590.png,646.5,427,23,18,0.549805,2,car,
09590.png,762,448,112,100,0.92627,7,truck,
09590.png,115.5,405,211,76,0.918457,7,truck,
09591.png,580.5,420,13,8,0.748047,2,car,
09591.png,646.5,425,23,17,0.661621,2,car,
09591.png,311,409,64,18,0.639648,2,car,
09591.png,106,404,212,78,0.923828,7,truck,
09591.png,762.5,447,113,101,0.919434,7,truck,
09591.png,609,421,16,13,0.564941,7,truck,
09592.png,297,412,64,19,0.728027,2,car,
09592.png,580.5,423,13,9,0.72168,2,car,
09592.png,646.5,427,23,18,0.638184,2,car,
09592.png,639,720,1278,209,0.626953,2,car,
09592.png,763,449,114,101,0.92627,7,truck,
09592.png,98,405,196,82,0.904785,7,truck,
09593.png,580.5,421,13,9,0.729492,2,car,
09593.png,646.5,425,23,17,0.699707,2,car,
09593.png,282.5,408,67,18,0.675781,2,car,
09593.png,640,719,1280,205,0.624512,2,car,
09593.png,763,447,114,101,0.919434,7,truck,
09593.png,91.5,407,181,87,0.871094,7,truck,
09594.png,267,409,70,19,0.739258,2,car,
09594.png,646.5,426,23,18,0.72168,2,car,
09594.png,580,421,14,9,0.716797,2,car,
09594.png,639,719,1278,211,0.57666,2,car,
09594.png,763.5,448,115,102,0.923828,7,truck,
09594.png,82.5,406,165,92,0.873535,7,truck,
09595.png,251.5,409,79,19,0.788574,2,car,
09595.png,580.5,422,13,10,0.712402,2,car,
09595.png,646.5,427,23,18,0.699219,2,car,
09595.png,640,720,1280,215,0.681152,2,car,
09595.png,157.5,410,31,21,0.52832,2,car,
09595.png,609.5,423,17,13,0.527344,2,car,
09595.png,763.5,448,115,102,0.925293,7,truck,
09595.png,73,409,146,102,0.859375,7,truck,
09596.png,231,409,80,22,0.797363,2,car,
09596.png,580,421,14,10,0.723633,2,car,
09596.png,305.5,411,49,16,0.679199,2,car,
09596.png,646,427,22,18,0.664551,2,car,
09596.png,639,719,1278,201,0.622559,2,car,
09596.png,143,405,38,18,0.535645,2,car,
09596.png,764.5,449,115,103,0.921875,7,truck,
09596.png,65,408,128,104,0.73877,7,truck,
09597.png,580,422,14,10,0.721191,2,car,
09597.png,639,720,1278,201,0.668457,2,car,
09597.png,210.5,408,87,22,0.629395,2,car,
09597.png,646.5,427,23,18,0.579102,2,car,
09597.png,765,449,116,104,0.920898,7,truck,
09597.png,55.5,406,111,102,0.556641,7,truck,
09598.png,639,719,1278,205,0.779785,2,car,
09598.png,189.5,410,93,25,0.73291,2,car,
09598.png,580,424,14,9,0.713379,2,car,
09598.png,646.5,428,23,17,0.677246,2,car,
09598.png,112,402,52,16,0.591309,2,car,
09598.png,767,451,120,105,0.922852,7,truck,
09598.png,46,404,92,100,0.607422,7,truck,
09599.png,580,423,14,10,0.736328,2,car,
09599.png,646,427,24,18,0.635742,2,car,
09599.png,166,409,102,27,0.626465,2,car,
09599.png,279,411,56,18,0.567871,2,car,
09599.png,95.5,400,53,16,0.521484,2,car,
09599.png,639,720,1278,215,0.518555,2,car,
09599.png,767.5,450,121,105,0.901367,7,truck,
09599.png,35,404,70,100,0.566406,7,truck,
09600.png,580,424,14,9,0.790039,2,car,
09600.png,268.5,413,61,19,0.767578,2,car,
09600.png,70,400,58,16,0.727051,2,car,
09600.png,639,719,1278,209,0.711426,2,car,
09600.png,646.5,428,23,18,0.661133,2,car,
09600.png,137,406,106,25,0.612793,2,car,
09600.png,766,451,120,106,0.921387,7,truck,
09601.png,579.5,424,13,9,0.767578,2,car,
09601.png,110,405,118,27,0.736816,2,car,
09601.png,639,720,1278,213,0.65625,2,car,
09601.png,646.5,428,23,17,0.649902,2,car,
09601.png,257,409,62,16,0.637207,2,car,
09601.png,44,398,54,15,0.633301,2,car,
09601.png,766,451,120,106,0.919434,7,truck,
09602.png,579,424,14,9,0.775391,2,car,
09602.png,246,408,64,16,0.666016,2,car,
09602.png,646.5,428,23,18,0.650391,2,car,
09602.png,639,719,1278,215,0.648926,2,car,
09602.png,68.5,403,137,30,0.628906,2,car,
09602.png,388,413,38,9,0.523926,2,car,
09602.png,767,452,120,107,0.921875,7,truck,
09603.png,579,424,14,9,0.790527,2,car,
09603.png,640,720,1280,209,0.680176,2,car,
09603.png,646,428,22,18,0.643555,2,car,
09603.png,233,407,68,17,0.556152,2,car,
09603.png,767.5,452,121,108,0.927734,7,truck,
09604.png,580,424,14,9,0.77832,2,car,
09604.png,646,429,22,18,0.640137,2,car,
09604.png,640,720,1280,214,0.523438,2,car,
09604.png,768,453,122,108,0.928711,7,truck,
09605.png,579,423,14,9,0.73584,2,car,
09605.png,640,719,1280,219,0.683105,2,car,
09605.png,646,428,22,18,0.66748,2,car,
09605.png,206,407,74,19,0.510742,2,car,
09605.png,768,453,122,109,0.921875,7,truck,
09606.png,580,424,14,9,0.717285,2,car,
09606.png,646.5,428,23,18,0.655762,2,car,
09606.png,639,719,1278,225,0.599609,2,car,
09606.png,770.5,453,123,110,0.921875,7,truck,
09607.png,579,424,14,9,0.774414,2,car,
09607.png,645,428,22,18,0.57666,2,car,
09607.png,770.5,455,123,111,0.92627,7,truck,
09608.png,579,423,14,8,0.76709,2,car,
09608.png,645,428,22,18,0.614746,2,car,
09608.png,771,454,124,111,0.925293,7,truck,
09609.png,579,424,14,9,0.746582,2,car,
09609.png,340,412,52,12,0.605957,2,car,
09609.png,645,428,22,18,0.578613,2,car,
09609.png,771.5,454,125,112,0.927734,7,truck,
09609.png,645,428,22,18,0.523926,7,truck,
09609.png,608,424,16,14,0.507812,7,truck,
09610.png,579,423,14,9,0.75293,2,car,
09610.png,332.5,411,53,12,0.668457,2,car,
09610.png,645.5,428,23,18,0.615723,2,car,
09610.png,639,719,1278,205,0.532227,2,car,
09610.png,772.5,453,125,112,0.929688,7,truck,
09611.png,579,424,14,9,0.736816,2,car,
09611.png,323.5,412,53,13,0.662598,2,car,
09611.png,645.5,428,23,18,0.62793,2,car,
09611.png,640,719,1280,212,0.602539,2,car,
09611.png,773,454,126,113,0.929688,7,truck,
09612.png,579.5,424,15,9,0.756348,2,car,
09612.png,646.5,428,23,18,0.683105,2,car,
09612.png,640,720,1280,213,0.641113,2,car,
09612.png,312.5,410,59,12,0.575195,2,car,
09612.png,773.5,454,127,113,0.927734,7,truck,
09613.png,579.5,423,15,9,0.780273,2,car,
09613.png,645,427,24,18,0.70459,2,car,
09613.png,301,409,62,14,0.693848,2,car,
09613.png,640,720,1280,223,0.619141,2,car,
09613.png,773.5,453,127,114,0.927734,7,truck,
09614.png,579.5,424,15,9,0.774902,2,car,
09614.png,290.5,410,69,14,0.674316,2,car,
09614.png,646.5,428,23,18,0.660156,2,car,
09614.png,640,720,1280,218,0.621094,2,car,
09614.png,775.5,455,127,115,0.929688,7,truck,
09615.png,579.5,420,15,8,0.721191,2,car,
09615.png,275,407,70,13,0.631348,2,car,
09615.png,646,426,24,18,0.604492,2,car,
09615.png,775,453,128,115,0.931152,7,truck,
09616.png,579.5,423,15,9,0.754883,2,car,
09616.png,266,408,76,14,0.681152,2,car,
09616.png,646.5,427,23,18,0.660156,2,car,
09616.png,776.5,454,129,116,0.931152,7,truck,
09617.png,252,411,78,19,0.721191,2,car,
09617.png,579.5,421,15,8,0.70166,2,car,
09617.png,646.5,426,23,18,0.591309,2,car,
09617.png,777,453,130,116,0.933105,7,truck,
09618.png,579.5,420,15,8,0.711914,2,car,
09618.png,233.5,406,79,15,0.59375,2,car,
09618.png,646,426,24,18,0.557617,2,car,
09618.png,778.5,453,131,118,0.932129,7,truck,
09618.png,646,426,24,18,0.543945,7,truck,
09618.png,609,422,16,14,0.503906,7,truck,
09619.png,579,421,14,8,0.699219,2,car,
09619.png,218,406,86,15,0.678711,2,car,
09619.png,640,720,1280,217,0.65918,2,car,
09619.png,646,426,24,18,0.653809,2,car,
09619.png,778,454,132,118,0.934082,7,truck,
09620.png,206.5,409,101,20,0.719727,2,car,
09620.png,646,426,24,18,0.643555,2,car,
09620.png,579.5,420,15,8,0.62207,2,car,
09620.png,640,718,1280,227,0.571777,2,car,
09620.png,779.5,455,133,119,0.934082,7,truck,
09621.png,646,426,24,18,0.623535,2,car,
09621.png,639,718,1278,229,0.562012,2,car,
09621.png,579.5,420,15,8,0.544922,2,car,
09621.png,780,454,134,120,0.933105,7,truck,
09622.png,646,427,24,19,0.650391,2,car,
09622.png,580.5,420,15,8,0.627441,2,car,
09622.png,639,720,1278,215,0.563965,2,car,
09622.png,781.5,455,135,121,0.931152,7,truck,
09623.png,580,420,14,8,0.623047,2,car,
09623.png,646,426,24,18,0.595215,2,car,
09623.png,781,454,136,121,0.932129,7,truck,
09623.png,609.5,422,15,14,0.540527,7,truck,
09623.png,646,425,24,18,0.538574,7,truck,
09624.png,580,421,14,8,0.678223,2,car,
09624.png,646,426,24,18,0.576172,2,car,
09624.png,106,402,116,20,0.572266,2,car,
09624.png,782.5,454,137,122,0.932129,7,truck,
09624.png,609.5,422,15,14,0.530762,7,truck,
09624.png,646,426,24,18,0.518555,7,truck,
09625.png,580,420,14,8,0.658203,2,car,
09625.png,646,425,24,18,0.646484,2,car,
09625.png,640,720,1280,212,0.519531,2,car,
09625.png,783,454,138,122,0.933105,7,truck,
09625.png,609,422,16,13,0.507812,7,truck,
09626.png,639,718,1278,226,0.69873,2,car,
09626.png,580,421,14,8,0.690918,2,car,
09626.png,647.5,426,23,18,0.651367,2,car,
09626.png,784.5,455,139,124,0.935059,7,truck,
09626.png,609,422,16,14,0.558105,7,truck,
09626.png,306.5,328,15,24,0.532227,9,traffic light,
09627.png,580,421,14,8,0.710449,2,car,
09627.png,647.5,426,23,18,0.637695,2,car,
09627.png,639,719,1278,215,0.634766,2,car,
09627.png,785,455,140,124,0.934082,7,truck,
09627.png,610.5,422,15,14,0.537109,7,truck,
09627.png,303,328,16,23,0.547852,9,traffic light,
09628.png,580,422,14,7,0.75293,2,car,
09628.png,647,426,24,18,0.636719,2,car,
09628.png,639,718,1278,225,0.584473,2,car,
09628.png,786.5,456,141,125,0.936523,7,truck,
09628.png,610.5,423,15,14,0.538574,7,truck,
09629.png,580,422,14,8,0.736816,2,car,
09629.png,640,717,1280,238,0.631348,2,car,
09629.png,647,426,24,18,0.592773,2,car,
09629.png,786,456,142,125,0.938477,7,truck,
09629.png,610.5,422,15,14,0.592773,7,truck,
09630.png,580,422,14,8,0.746094,2,car,
09630.png,640,718,1280,224,0.697754,2,car,
09630.png,647.5,428,25,19,0.612793,2,car,
09630.png,787,456,142,126,0.9375,7,truck,
09630.png,610.5,423,15,14,0.570312,7,truck,
09631.png,580,423,14,9,0.719727,2,car,
09631.png,647,427,24,18,0.589355,2,car,
09631.png,788.5,457,143,128,0.936523,7,truck,
09631.png,610.5,423,15,14,0.567383,7,truck,
09632.png,580,424,14,9,0.687012,2,car,
09632.png,648,428,24,18,0.637207,2,car,
09632.png,789,458,144,129,0.935059,7,truck,
09632.png,610.5,423,15,14,0.608398,7,truck,
09633.png,581,423,14,9,0.696289,2,car,
09633.png,648,427,24,18,0.601074,2,car,
09633.png,640,718,1280,220,0.508789,2,car,
09633.png,790,458,146,129,0.934082,7,truck,
09633.png,610,423,16,14,0.500977,7,truck,
09634.png,580,423,14,9,0.711914,2,car,
09634.png,648,427,24,18,0.644043,2,car,
09634.png,639,719,1278,224,0.54834,2,car,
09634.png,791,457,146,130,0.933105,7,truck,
09634.png,610,423,16,14,0.508301,7,truck,
09635.png,580,424,14,9,0.759277,2,car,
09635.png,648,428,24,18,0.709961,2,car,
09635.png,639,720,1278,223,0.602051,2,car,
09635.png,792,458,148,130,0.929688,7,truck,
09635.png,610.5,423,17,14,0.581055,7,truck,
09636.png,580,424,14,9,0.711914,2,car,
09636.png,648,428,24,18,0.660645,2,car,
09636.png,639,719,1278,218,0.579102,2,car,
09636.png,793,458,150,131,0.929688,7,truck,
09636.png,610.5,423,17,14,0.556641,7,truck,
09637.png,580,424,14,9,0.750977,2,car,
09637.png,648,428,24,18,0.729004,2,car,
09637.png,640,720,1280,213,0.61084,2,car,
09637.png,793,458,150,132,0.930176,7,truck,
09637.png,610,423,18,14,0.540527,7,truck,
09638.png,580,424,14,9,0.739746,2,car,
09638.png,648,428,24,18,0.734863,2,car,
09638.png,793,458,150,132,0.927734,7,truck,
09638.png,610.5,423,17,14,0.578613,7,truck,
09639.png,580,424,14,9,0.724121,2,car,
09639.png,648.5,427,23,18,0.649414,2,car,
09639.png,381,412,22,5,0.50293,2,car,
09639.png,795.5,459,153,134,0.925293,7,truck,
09639.png,610,423,16,14,0.572266,7,truck,
09640.png,580,424,14,9,0.712891,2,car,
09640.png,648.5,427,23,18,0.658203,2,car,
09640.png,425.5,414,43,13,0.593262,2,car,
09640.png,378.5,412,23,5,0.511719,2,car,
09640.png,796,459,154,134,0.924316,7,truck,
09640.png,610,423,16,14,0.547363,7,truck,
09641.png,580,424,14,9,0.726562,2,car,
09641.png,648.5,427,23,18,0.625977,2,car,
09641.png,374.5,412,23,5,0.504395,2,car,
09641.png,796.5,459,155,135,0.921875,7,truck,
09641.png,610,423,16,14,0.544434,7,truck,
09642.png,580,423,14,9,0.728516,2,car,
09642.png,648.5,427,23,18,0.625488,2,car,
09642.png,797,458,156,136,0.921387,7,truck,
09643.png,580,423,14,10,0.730469,2,car,
09643.png,648.5,427,23,18,0.637695,2,car,
09643.png,798.5,460,157,137,0.920898,7,truck,
09644.png,580,423,14,9,0.716309,2,car,
09644.png,648.5,427,23,18,0.622559,2,car,
09644.png,799.5,460,159,138,0.923828,7,truck,
09645.png,580,423,14,9,0.734863,2,car,
09645.png,648.5,428,23,19,0.645508,2,car,
09645.png,800.5,461,161,139,0.924805,7,truck,
09646.png,580,423,14,9,0.73877,2,car,
09646.png,648.5,427,23,18,0.632324,2,car,
09646.png,801,460,162,140,0.927734,7,truck,
09646.png,609,423,16,14,0.511719,7,truck,
09647.png,580.5,423,13,9,0.737793,2,car,
09647.png,648,427,24,18,0.616211,2,car,
09647.png,801.5,462,161,142,0.92627,7,truck,
09647.png,610.5,423,15,14,0.585938,7,truck,
09648.png,580.5,422,13,8,0.760254,2,car,
09648.png,648,427,24,18,0.651855,2,car,
09648.png,803.5,462,163,143,0.929688,7,truck,
09648.png,610.5,423,15,14,0.561035,7,truck,
09649.png,580.5,423,13,8,0.756348,2,car,
09649.png,648,428,24,18,0.659668,2,car,
09649.png,803.5,463,163,143,0.930664,7,truck,
09649.png,609.5,423,15,14,0.520996,7,truck,
09650.png,580,422,14,8,0.789551,2,car,
09650.png,355,411,78,19,0.780762,2,car,
09650.png,648,427,24,18,0.619629,2,car,
09650.png,805,462,166,144,0.928711,7,truck,
09651.png,344.5,411,75,20,0.808105,2,car,
09651.png,580,423,14,9,0.777344,2,car,
09651.png,648.5,428,23,18,0.660645,2,car,
09651.png,805,462,168,144,0.924805,7,truck,
09652.png,580,422,14,8,0.756836,2,car,
09652.png,648,427,24,18,0.628418,2,car,
09652.png,333.5,411,75,22,0.583008,2,car,
09652.png,805,462,170,145,0.92627,7,truck,
09652.png,609.5,423,15,14,0.536621,7,truck,
09653.png,580,422,14,8,0.78125,2,car,
09653.png,648,428,24,19,0.661621,2,car,
09653.png,323.5,411,83,23,0.533203,2,car,
09653.png,806.5,463,173,147,0.928711,7,truck,
09654.png,580.5,422,13,8,0.777832,2,car,
09654.png,648,428,24,19,0.667969,2,car,
09654.png,311,411,90,24,0.624023,2,car,
09654.png,808.5,462,171,148,0.931152,7,truck,
09655.png,580.5,421,13,8,0.779297,2,car,
09655.png,648,427,24,18,0.578613,2,car,
09655.png,299,409,96,24,0.539551,2,car,
09655.png,809.5,463,171,149,0.929688,7,truck,
09655.png,609.5,422,15,14,0.533691,7,truck,
09656.png,580.5,421,13,8,0.774902,2,car,
09656.png,648,427,24,18,0.611328,2,car,
09656.png,285,411,98,27,0.559082,2,car,
09656.png,809,464,176,151,0.927734,7,truck,
09656.png,609.5,422,15,14,0.538086,7,truck,
09657.png,580.5,421,13,8,0.771484,2,car,
09657.png,648,428,24,19,0.622559,2,car,
09657.png,268,408,106,26,0.553711,2,car,
09657.png,808.5,464,181,151,0.928711,7,truck,
09657.png,609.5,422,15,14,0.541992,7,truck,
09658.png,580,420,14,8,0.779297,2,car,
09658.png,647,427,24,19,0.674316,2,car,
09658.png,248.5,408,117,28,0.660156,2,car,
09658.png,639,719,1278,204,0.528809,2,car,
09658.png,808.5,464,183,153,0.934082,7,truck,
09658.png,609.5,422,15,14,0.527832,7,truck,
09659.png,580.5,421,13,8,0.78125,2,car,
09659.png,226,410,126,31,0.728516,2,car,
09659.png,648,426,24,18,0.667969,2,car,
09659.png,639,720,1278,209,0.620117,2,car,
09659.png,810,466,184,155,0.931152,7,truck,
09660.png,206,408,136,34,0.851074,2,car,
09660.png,580,420,14,8,0.76709,2,car,
09660.png,647,426,24,18,0.71875,2,car,
09660.png,639,720,1278,206,0.556641,2,car,
09660.png,812.5,465,185,156,0.92627,7,truck,
09661.png,185.5,406,159,33,0.8125,2,car,
09661.png,580,420,14,8,0.761719,2,car,
09661.png,647,426,24,19,0.661621,2,car,
09661.png,813.5,465,183,157,0.931641,7,truck,
09661.png,609.5,421,17,13,0.555664,7,truck,
09662.png,580,421,14,8,0.779297,2,car,
09662.png,647,426,24,18,0.665527,2,car,
09662.png,639,720,1278,212,0.596191,2,car,
09662.png,169.5,408,181,36,0.583008,2,car,
09662.png,813.5,467,187,159,0.932617,7,truck,
09663.png,580,420,14,8,0.77832,2,car,
09663.png,646,425,24,18,0.605957,2,car,
09663.png,126.5,403,171,36,0.512695,2,car,
09663.png,818,465,184,159,0.934082,7,truck,
09663.png,609.5,421,19,13,0.558594,7,truck,
09664.png,580.5,422,13,9,0.774414,2,car,
09664.png,92,403,184,39,0.741211,2,car,
09664.png,647,427,24,19,0.652832,2,car,
09664.png,639,719,1278,211,0.52002,2,car,
09664.png,818.5,465,187,160,0.935547,7,truck,
09665.png,580,422,14,8,0.796387,2,car,
09665.png,78.5,399,157,39,0.730957,2,car,
09665.png,647,427,24,19,0.642578,2,car,
09665.png,820.5,466,189,160,0.934082,7,truck,
09666.png,580.5,420,13,8,0.764648,2,car,
09666.png,647,425,24,18,0.600098,2,car,
09666.png,639,720,1278,213,0.586914,2,car,
09666.png,62,399,124,45,0.571777,2,car,
09666.png,821,465,190,163,0.933105,7,truck,
09667.png,580.5,423,13,9,0.773926,2,car,
09667.png,647,428,24,19,0.599121,2,car,
09667.png,639,719,1278,218,0.561035,2,car,
09667.png,43.5,400,87,50,0.554199,2,car,
09667.png,821.5,468,191,165,0.933105,7,truck,
09668.png,580,421,14,9,0.746582,2,car,
09668.png,646,427,24,19,0.649902,2,car,
09668.png,23,398,46,53,0.56543,2,car,
09668.png,639,719,1278,215,0.518066,2,car,
09668.png,822,466,194,166,0.933105,7,truck,
09669.png,580,422,14,8,0.803223,2,car,
09669.png,639,719,1278,212,0.574219,2,car,
09669.png,646,428,24,19,0.51709,2,car,
09669.png,823.5,468,195,167,0.929688,7,truck,
09670.png,580.5,422,13,8,0.80957,2,car,
09670.png,639,719,1278,206,0.65332,2,car,
09670.png,646,427,24,19,0.56543,2,car,
09670.png,823,467,198,168,0.928711,7,truck,
09671.png,580.5,423,13,9,0.77832,2,car,
09671.png,646,427,24,19,0.578125,2,car,
09671.png,120.5,402,63,10,0.547363,2,car,
09671.png,823.5,468,205,170,0.929688,7,truck,
09671.png,646.5,428,25,19,0.522461,7,truck,
09671.png,608.5,422,17,14,0.519043,7,truck,
09672.png,104,403,64,11,0.732422,2,car,
09672.png,580,423,14,10,0.712402,2,car,
09672.png,398.5,412,43,7,0.571777,2,car,
09672.png,646,428,24,19,0.568359,2,car,
09672.png,826.5,470,207,172,0.922852,7,truck,
09672.png,608.5,423,17,14,0.527832,7,truck,
09673.png,88,402,68,11,0.734375,2,car,
09673.png,580,424,14,11,0.6875,2,car,
09673.png,647,428,24,19,0.519531,2,car,
09673.png,829.5,471,211,173,0.922852,7,truck,
09674.png,580,423,14,10,0.737793,2,car,
09674.png,828.5,471,211,175,0.922852,7,truck,
09674.png,646,428,24,19,0.504883,7,truck,
09675.png,51.5,400,73,12,0.729004,2,car,
09675.png,580,423,14,10,0.726562,2,car,
09675.png,639,719,1278,219,0.569336,2,car,
09675.png,830,472,212,177,0.92041,7,truck,
09675.png,646,428,24,19,0.51416,7,truck,
09676.png,580,423,14,10,0.756348,2,car,
09676.png,639,719,1278,220,0.543945,2,car,
09676.png,647,428,24,19,0.531738,2,car,
09676.png,831,473,210,179,0.918945,7,truck,
09677.png,580,424,14,9,0.779297,2,car,
09677.png,639,719,1278,223,0.706055,2,car,
09677.png,647,429,24,19,0.615234,2,car,
09677.png,25,399,50,14,0.615234,2,car,
09677.png,365.5,413,41,9,0.546875,2,car,
09677.png,831.5,474,217,180,0.928711,7,truck,
09678.png,580,424,14,11,0.725586,2,car,
09678.png,640,720,1278,213,0.620117,2,car,
09678.png,647.5,428,23,19,0.504395,2,car,
09678.png,833.5,472,217,180,0.927246,7,truck,
09678.png,646,428,24,19,0.530273,7,truck,
09679.png,580.5,423,13,8,0.801758,2,car,
09679.png,350.5,413,43,9,0.631836,2,car,
09679.png,639,719,1278,225,0.596191,2,car,
09679.png,835,473,218,181,0.929688,7,truck,
09679.png,646,428,24,19,0.597168,7,truck,
09680.png,580.5,423,13,8,0.800781,2,car,
09680.png,639,720,1278,217,0.711426,2,car,
09680.png,344,412,48,9,0.62793,2,car,
09680.png,836.5,473,221,183,0.927246,7,truck,
09680.png,646,428,24,19,0.589355,7,truck,
09681.png,580.5,423,13,8,0.789551,2,car,
09681.png,640,720,1280,215,0.691895,2,car,
09681.png,338.5,412,53,10,0.686035,2,car,
09681.png,647,428,24,19,0.508789,2,car,
09681.png,838.5,473,219,183,0.932129,7,truck,
09681.png,646,428,24,19,0.533691,7,truck,
09682.png,328,411,50,10,0.751465,2,car,
09682.png,639,720,1278,215,0.689941,2,car,
09682.png,580,423,14,10,0.685059,2,car,
09682.png,838.5,473,223,185,0.925781,7,truck,
09682.png,646,428,24,19,0.611816,7,truck,
09683.png,580,424,14,9,0.78418,2,car,
09683.png,326.5,412,65,10,0.619141,2,car,
09683.png,639,719,1278,215,0.584961,2,car,
09683.png,646,429,24,19,0.52002,2,car,
09683.png,838,476,230,188,0.933105,7,truck,
09683.png,646,429,24,19,0.548828,7,truck,
09684.png,580.5,423,13,9,0.73584,2,car,
09684.png,311,412,56,11,0.704102,2,car,
09684.png,639,719,1278,214,0.604004,2,car,
09684.png,647,428,24,19,0.572754,2,car,
09684.png,838,474,232,188,0.931641,7,truck,
09685.png,580.5,423,13,8,0.79834,2,car,
09685.png,301.5,412,57,11,0.65332,2,car,
09685.png,647,429,24,19,0.633789,2,car,
09685.png,639,719,1278,211,0.61377,2,car,
